golden_id,tweet_id,conversation_id,created_at,text,previous_context,suggested_intent,difficulty,human_intent,human_escalate,human_resolution_note,annotator_notes,raw_text,raw_previous_context,label_audit_status
GS-048,337466,337468,Sat Oct 07 20:40:38 +0000 2017,@AppleSupport I had to log in to my account to access all ‘services’. Would not complete process - hard reboot sorted it.,customer: Anyone else having @115858 log-in problems after ‘upgrading’ to 11.0.2? #ios1102 #ios11problems || support: @196530 We'd like to help. Could you elaborate on the login issue you've experienced since updating to iOS 11.0.2?,APPLE_ID_ICLOUD,hard,APPLE_ID_ICLOUD,True,No explicit resolution outcome is established in the available thread.,Account/authentication issue; account-specific handling makes automation risky.,@AppleSupport I had to log in to my account to access all âservicesâ. Would not complete process - hard reboot sorted it.,customer: Anyone else having @115858 log-in problems after âupgradingâ to 11.0.2? #ios1102 #ios11problems || support: @196530 We'd like to help. Could you elaborate on the login issue you've experienced since updating to iOS 11.0.2?,unchanged
GS-049,787431,787432,Thu Oct 12 19:23:18 +0000 2017,"@AppleSupport It’s the 7 model. Sometimes my phone will freeze completely for a minute or two. My speaker won’t work on calls, I can never change my music from the lock screen or control center.","customer: @AppleSupport ever since the update I’ve had so many problems with my phone. How can this be fixed || support: @307831 What model of iPhone is it? Also, what issues are you having? We'd love to help out.",DEVICE_PERFORMANCE,representative,MEDIA_SERVICES,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Itâs the 7 model. Sometimes my phone will freeze completely for a minute or two. My speaker wonât work on calls, I can never change my music from the lock screen or control center.","customer: @AppleSupport ever since the update Iâve had so many problems with my phone. How can this be fixed || support: @307831 What model of iPhone is it? Also, what issues are you having? We'd love to help out.",unchanged
GS-050,82057,82060,Sat Dec 02 15:03:05 +0000 2017,@AppleSupport @AppleSupport still having issues. I took it to an iShop and it won’t restore either,"customer: My Iphone is completely UNUSABLE after last iOS uptdate, it crashes after turning it on and inserting password @AppleSupport HELP!!!!!!!!!!!!!!!!!!!! || customer: @AppleSupport @AppleSupport to unlock my iPhone, it happened every time. Sorry I took so long to answer, had to buy a new one 😕. The old one says Error 9 when trying to restore. Is there a solution? || support: @134161 We’ll want to be sure to follow the steps listed here for restore error 9: https://t.co/lMMVPdjGNN Let us know if you’re still having issues after completing the steps.",DATA_BACKUP_RESTORE,representative,DATA_BACKUP_RESTORE,True,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Recovery/data state can be sensitive or irreversible; verify before automating.,@AppleSupport @AppleSupport still having issues. I took it to an iShop and it wonât restore either,"customer: My Iphone is completely UNUSABLE after last iOS uptdate, it crashes after turning it on and inserting password @AppleSupport HELP!!!!!!!!!!!!!!!!!!!! || customer: @AppleSupport @AppleSupport to unlock my iPhone, it happened every time. Sorry I took so long to answer, had to buy a new one ð. The old one says Error 9 when trying to restore. Is there a solution? || support: @134161 Weâll want to be sure to follow the steps listed here for restore error 9: https://t.co/lMMVPdjGNN Let us know if youâre still having issues after completing the steps.",unchanged
GS-051,792911,792912,Sun Oct 08 03:04:28 +0000 2017,"@AppleSupport I speak English too. I can’t download apps in my phone. yesterday everything was normal, now I can’t even download apps, what’s going on?","customer: @AppleSupport ei, não estou conseguindo baixar nenhum aplicativo. O que está acontecendo? || support: @309066 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",APPS_APP_STORE,representative,APPS_APP_STORE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport I speak English too. I canât download apps in my phone. yesterday everything was normal, now I canât even download apps, whatâs going on?","customer: @AppleSupport ei, nÃ£o estou conseguindo baixar nenhum aplicativo. O que estÃ¡ acontecendo? || support: @309066 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",unchanged
GS-052,498595,498595,Fri Dec 01 17:56:35 +0000 2017,@AppleSupport my iPhone’s battery is draining abnormally quickly. After taking it off charge you can sit and watch the percentage go down sometimes 2% at a time.. any help? It is fully up to date,,BATTERY_POWER,hard,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport my iPhoneâs battery is draining abnormally quickly. After taking it off charge you can sit and watch the percentage go down sometimes 2% at a time.. any help? It is fully up to date,,unchanged
GS-053,851241,851241,Wed Oct 18 18:05:24 +0000 2017,@AppleSupport I’m travelling Europe and the new iOS is treating my wifi like crap. This is disappointing. I can’t even connect to get beta.,,CONNECTIVITY,hard,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Iâm travelling Europe and the new iOS is treating my wifi like crap. This is disappointing. I canât even connect to get beta.,,unchanged
GS-054,391751,208231,Sat Oct 14 01:15:30 +0000 2017,@AppleSupport No it just does not install,support: Make your Apple ID more secure and keep your personal information safe with two-factor authentication. Here's how it works. https://t.co/lcjIwpnciB || customer: @AppleSupport Why can I not download anything my Apple ID is already in like help me || support: @208757 Let’s dig deeper to see what we can find out! What happens when you try to download something? Do you get an error?,APPS_APP_STORE,representative,APPS_APP_STORE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport No it just does not install,support: Make your Apple ID more secure and keep your personal information safe with two-factor authentication. Here's how it works. https://t.co/lcjIwpnciB || customer: @AppleSupport Why can I not download anything my Apple ID is already in like help me || support: @208757 Letâs dig deeper to see what we can find out! What happens when you try to download something? Do you get an error?,unchanged
GS-055,236428,236428,Thu Oct 05 08:13:29 +0000 2017,@AppleSupport Hello I have a question whether the intermittent charging is better for the battery better than the full charge,,BATTERY_POWER,hard,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Hello I have a question whether the intermittent charging is better for the battery better than the full charge,,unchanged
GS-056,1053634,1053635,Mon Oct 23 15:00:23 +0000 2017,"@AppleSupport ios 11.0.3 on iPhone SE. Well... I can't really upgrade Music app, can I? It's not showing anything on the locked screen.","customer: @AppleSupport ios11 drains battery a lot, and music player freezes at locked. Who authorized this version?? #ios11 #ios11sucks https://t.co/p0F1F8J69O || support: @368954 We'd like to look into this with you. Can you tell us what version of iOS 11 you're using? Also, are your apps up to date?",IOS_UPDATE,hard,MEDIA_SERVICES,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport ios 11.0.3 on iPhone SE. Well... I can't really upgrade Music app, can I? It's not showing anything on the locked screen.","customer: @AppleSupport ios11 drains battery a lot, and music player freezes at locked. Who authorized this version?? #ios11 #ios11sucks https://t.co/p0F1F8J69O || support: @368954 We'd like to look into this with you. Can you tell us what version of iOS 11 you're using? Also, are your apps up to date?",unchanged
GS-057,489600,489594,Fri Dec 01 19:44:29 +0000 2017,@223536 @115858 @AppleSupport I've lost Bluetooth,customer: Anyone else had a nightmare with latest iPhone update? Lost all text access & emojis all gone. Even @115858 guy on phone didn't have a clue. Aaargh @AppleSupport #SamsungBetter #LandlinesBetter,CONNECTIVITY,representative,CONNECTIVITY,True,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@223536 @115858 @AppleSupport I've lost Bluetooth,customer: Anyone else had a nightmare with latest iPhone update? Lost all text access &amp; emojis all gone. Even @115858 guy on phone didn't have a clue. Aaargh @AppleSupport #SamsungBetter #LandlinesBetter,unchanged
GS-058,366175,366174,Mon Oct 09 09:50:35 +0000 2017,@AppleSupport So frustrating as the iPad was perfect prior to the update. iPad Air 2,"customer: Latest IOS 11.02 upgraded iPad = one broken iPad😡. Does @115858 test these iOS updates across the supportable product range prior release🤦‍♂️ || support: @202733 We're here to help. What exactly is broken on your iPad? The more information you can provide, the better we can help. || customer: @AppleSupport Currently the iPad just drain. The battery after rebooting consistently.",IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport So frustrating as the iPad was perfect prior to the update. iPad Air 2,"customer: Latest IOS 11.02 upgraded iPad = one broken iPadð¡. Does @115858 test these iOS updates across the supportable product range prior releaseð¤¦ââï¸ || support: @202733 We're here to help. What exactly is broken on your iPad? The more information you can provide, the better we can help. || customer: @AppleSupport Currently the iPad just drain. The battery after rebooting consistently.",unchanged
GS-059,154409,154409,Fri Nov 24 16:47:50 +0000 2017,Its a shame that I'm on my 6th charger 😐 @115858 y'all aint shit,,BATTERY_POWER,edge,BATTERY_POWER,True,No explicit resolution outcome is established in the available thread.,Potential hardware/accessory issue; avoid assuming a software-only resolution.,Its a shame that I'm on my 6th charger ð @115858 y'all aint shit,,unchanged
GS-060,1059333,1059334,Sat Oct 14 21:36:34 +0000 2017,"@AppleSupport Yes apps, especially Tweeter, but even more so with games. Before I was getting 4hrs game play with full battery, now reduced to 2hrs.",customer: @AppleSupport Are you experiencing high complaints on the new IOS draining the battery rather quick? Cause I’m having this issue. 6s owner. || support: @370112 We can help look into this with you. Does this seem to happen only when you're using certain apps?,BATTERY_POWER,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Yes apps, especially Tweeter, but even more so with games. Before I was getting 4hrs game play with full battery, now reduced to 2hrs.",customer: @AppleSupport Are you experiencing high complaints on the new IOS draining the battery rather quick? Cause Iâm having this issue. 6s owner. || support: @370112 We can help look into this with you. Does this seem to happen only when you're using certain apps?,unchanged
GS-061,850699,850701,Mon Oct 09 14:07:47 +0000 2017,"@AppleSupport Music will stop playing and phone completely freezes up for around 15 minutes, leading me to have to hard reset","customer: iOS 11.0.2 is extremely buggy, pls fix @115858 || support: @322102 We're here to help. Can you provide us with what issue(s) you're experiencing with your device exactly?",MEDIA_SERVICES,representative,MEDIA_SERVICES,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Music will stop playing and phone completely freezes up for around 15 minutes, leading me to have to hard reset","customer: iOS 11.0.2 is extremely buggy, pls fix @115858 || support: @322102 We're here to help. Can you provide us with what issue(s) you're experiencing with your device exactly?",unchanged
GS-062,215393,215394,Thu Oct 05 01:21:13 +0000 2017,@AppleSupport iPhone 6s Plus & I have the iOS 10.3.3 update currently,customer: @115858 why don't I have the iOS 11 update yet 😒 || support: @167181 We're here to help. Would you please tell us which iOS device are you using?,IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport iPhone 6s Plus &amp; I have the iOS 10.3.3 update currently,customer: @115858 why don't I have the iOS 11 update yet ð || support: @167181 We're here to help. Would you please tell us which iOS device are you using?,unchanged
GS-063,792759,792760,Thu Oct 12 13:26:16 +0000 2017,@AppleSupport 11.0.3 but it’s been happening since I updated to 11,"customer: @AppleSupport ever since I updated my iPhone 6, my calendar app has not worked properly and my alarm has been glitching out https://t.co/XG8bza9frz || support: @309038 We're glad you reached out. Let's look into both issues to see what's going on. First, what's the exact iOS version?",IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport 11.0.3 but itâs been happening since I updated to 11,"customer: @AppleSupport ever since I updated my iPhone 6, my calendar app has not worked properly and my alarm has been glitching out https://t.co/XG8bza9frz || support: @309038 We're glad you reached out. Let's look into both issues to see what's going on. First, what's the exact iOS version?",unchanged
GS-064,1151326,1151327,Sun Oct 15 18:58:13 +0000 2017,@AppleSupport Im noticing it mostly with reoccurring but will now pay more close attention to one-off reminders,customer: @AppleSupport your reminders app on my MacBook drives me up a fucking WALL. It refuses to let reminders be “completed” and I want 2 punch it || support: @390932 We’d love to work with you on getting this resolved. Does this happen with new or recurring reminders?,PAYMENTS_PURCHASES,representative,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,@AppleSupport Im noticing it mostly with reoccurring but will now pay more close attention to one-off reminders,customer: @AppleSupport your reminders app on my MacBook drives me up a fucking WALL. It refuses to let reminders be âcompletedâ and I want 2 punch it || support: @390932 Weâd love to work with you on getting this resolved. Does this happen with new or recurring reminders?,unchanged
GS-065,859802,859801,Fri Oct 13 20:43:53 +0000 2017,"@AppleSupport It's been doing it for a while, though, before she updated it.","customer: @AppleSupport My mum's iPhone keeps draining really quickly. She went out with it on 100%, came home 2 hours later on 23%. She sent 1 text. || support: @324137 We'd be more than happy to help with that iPhone. Could you tell us which iPhone and the exact version of iOS she is using? || customer: @AppleSupport It's a 5S and I think it's on 11.0.2",IOS_UPDATE,representative,IOS_UPDATE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport It's been doing it for a while, though, before she updated it.","customer: @AppleSupport My mum's iPhone keeps draining really quickly. She went out with it on 100%, came home 2 hours later on 23%. She sent 1 text. || support: @324137 We'd be more than happy to help with that iPhone. Could you tell us which iPhone and the exact version of iOS she is using? || customer: @AppleSupport It's a 5S and I think it's on 11.0.2",unchanged
GS-066,877156,877157,Sat Oct 14 13:28:04 +0000 2017,"@AppleSupport Still this problem with AMusic, the title and song dont appear",customer: #ios1103 et rien n’a changé... nothing changes...@115858 @AppleSupport @115948 https://t.co/VWeQNr6oE6 || support: @328234 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,MEDIA_SERVICES,representative,MEDIA_SERVICES,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Still this problem with AMusic, the title and song dont appear",customer: #ios1103 et rien nâa changÃ©... nothing changes...@115858 @AppleSupport @115948 https://t.co/VWeQNr6oE6 || support: @328234 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,unchanged
GS-067,851702,851704,Fri Oct 20 13:59:37 +0000 2017,"@AppleSupport I’m in the USA & I’m not receiving any message when I do it, it just won’t download them it keeps spinning & thats it.",customer: @AppleSupport is the App Store down ?? I can’t download any apps or update any. || support: @322314 The App Store isn't down. Tell us the country you're located in and any message you're receiving. We'll look into this together.,APPS_APP_STORE,representative,APPS_APP_STORE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Iâm in the USA &amp; Iâm not receiving any message when I do it, it just wonât download them it keeps spinning &amp; thats it.",customer: @AppleSupport is the App Store down ?? I canât download any apps or update any. || support: @322314 The App Store isn't down. Tell us the country you're located in and any message you're receiving. We'll look into this together.,unchanged
GS-068,244183,244183,Thu Oct 05 10:56:43 +0000 2017,@115858 the newest updates has done something to 7+. Takes forever to charge 6+ hrs.,,BATTERY_POWER,hard,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@115858 the newest updates has done something to 7+. Takes forever to charge 6+ hrs.,,unchanged
GS-069,1077373,1077371,Sun Oct 15 02:10:41 +0000 2017,@AppleSupport I restarted it which helped a little but still a lag,support: @374181 We can help with the slow performance. Does this occur in specific apps? Which iOS is your device on? || customer: @AppleSupport The whole thing is slow. iOS 10.3.2 || support: @374181 Have you been able to perform any troubleshooting such as restarting or resetting the device?,DEVICE_PERFORMANCE,representative,DEVICE_PERFORMANCE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport I restarted it which helped a little but still a lag,support: @374181 We can help with the slow performance. Does this occur in specific apps? Which iOS is your device on? || customer: @AppleSupport The whole thing is slow. iOS 10.3.2 || support: @374181 Have you been able to perform any troubleshooting such as restarting or resetting the device?,unchanged
GS-070,211225,211229,Wed Oct 04 18:01:20 +0000 2017,@AppleSupport and that is in spite of the fetch being set to automatic AND being on wifi at the moment.,support: @166035 We'd like to help you find out together. Which model is it and what's the exact iOS 11 version installed? Tried any steps? || customer: @AppleSupport It's an iPhone 7 and iOS 11.0.1. I tried deleting the apps. I have both Mail and Gmail apps. The Gmail app used to push immediately. || customer: @AppleSupport Now Gmail app is not loading anything at all until you manually enter the app. Useless. Mail app will send notifications but 40 minutes late,CONNECTIVITY,representative,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport and that is in spite of the fetch being set to automatic AND being on wifi at the moment.,support: @166035 We'd like to help you find out together. Which model is it and what's the exact iOS 11 version installed? Tried any steps? || customer: @AppleSupport It's an iPhone 7 and iOS 11.0.1. I tried deleting the apps. I have both Mail and Gmail apps. The Gmail app used to push immediately. || customer: @AppleSupport Now Gmail app is not loading anything at all until you manually enter the app. Useless. Mail app will send notifications but 40 minutes late,unchanged
GS-071,188300,188308,Wed Oct 04 18:01:47 +0000 2017,@AppleSupport I restarted my phone and the app it’s still doing it,"support: @160184 Thanks for reaching out. Are you saying that the station is displaying the same songs over again? Would you mind clarifying? || customer: @AppleSupport When I put the radio on it does that by itself I’m not even touch my phone it’s like a ghost or something || support: @160184 Got it, thanks. Does the issue continue if you restart the app and your iPhone? Keep us posted on the results.",APPS_APP_STORE,representative,APPS_APP_STORE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport I restarted my phone and the app itâs still doing it,"support: @160184 Thanks for reaching out. Are you saying that the station is displaying the same songs over again? Would you mind clarifying? || customer: @AppleSupport When I put the radio on it does that by itself Iâm not even touch my phone itâs like a ghost or something || support: @160184 Got it, thanks. Does the issue continue if you restart the app and your iPhone? Keep us posted on the results.",unchanged
GS-072,619428,619442,Wed Nov 22 11:42:48 +0000 2017,@AppleSupport @266993 Hi Apple why have you still not fixed my battery issue?,customer: @157897 @AppleSupport These last two updates have wrecked my battery too. || customer: @266994 @157897 @AppleSupport Battery draining very quickly || support: @266993 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,BATTERY_POWER,representative,BATTERY_POWER,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport @266993 Hi Apple why have you still not fixed my battery issue?,customer: @157897 @AppleSupport These last two updates have wrecked my battery too. || customer: @266994 @157897 @AppleSupport Battery draining very quickly || support: @266993 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,unchanged
GS-073,907502,907503,Sat Oct 21 03:34:33 +0000 2017,"@AppleSupport The latest one, I thought that updating my phone would help but it hasn’t.",customer: @AppleSupport can you pls fix the phones?? Mines been constantly freezing https://t.co/XHtTVg42Lb || support: @335501 We want to help. Which version of iOS you have installed on your phone? You'd see this in Settings > General > About.,IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport The latest one, I thought that updating my phone would help but it hasnât.",customer: @AppleSupport can you pls fix the phones?? Mines been constantly freezing https://t.co/XHtTVg42Lb || support: @335501 We want to help. Which version of iOS you have installed on your phone? You'd see this in Settings &gt; General &gt; About.,unchanged
GS-074,364711,364710,Sun Oct 08 18:23:56 +0000 2017,"@202409 @115858 Since my phone updated, every time I try calling someone, there is no dial tone and I can’t hear anything at all?",customer: Cheers @115858 iOS11 with the patch update has completely ruined my phone 👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾,IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@202409 @115858 Since my phone updated, every time I try calling someone, there is no dial tone and I canât hear anything at all?",customer: Cheers @115858 iOS11 with the patch update has completely ruined my phone ðð¾ðð¾ðð¾ðð¾ðð¾ðð¾ðð¾ðð¾ðð¾ðð¾,unchanged
GS-075,900004,900013,Sat Oct 21 22:48:33 +0000 2017,"@AppleSupport Even NOT DOING ANYTHING, makes the battery go empty. This sucks. Thanks.","customer: @115858 @AppleSupport fix this damn version of iOS, I have an iPhone 7 plus and the batterij doesn’t even last half a day anymore. FIX IT. || support: @323071 We'd like to help. Please send us a DM letting us know the exact iOS version you're using, and we'll take a look at this. https://t.co/GDrqU22YpT || customer: @AppleSupport Here you go. Now fix it. Get your ish together. My iPhone 7 Plus had the best iPhone battery of all my iPhones until iOS 11 happened. https://t.co/qHu0wM7o0f",BATTERY_POWER,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Even NOT DOING ANYTHING, makes the battery go empty. This sucks. Thanks.","customer: @115858 @AppleSupport fix this damn version of iOS, I have an iPhone 7 plus and the batterij doesnât even last half a day anymore. FIX IT. || support: @323071 We'd like to help. Please send us a DM letting us know the exact iOS version you're using, and we'll take a look at this. https://t.co/GDrqU22YpT || customer: @AppleSupport Here you go. Now fix it. Get your ish together. My iPhone 7 Plus had the best iPhone battery of all my iPhones until iOS 11 happened. https://t.co/qHu0wM7o0f",unchanged
GS-076,990443,990444,Sun Oct 22 04:18:23 +0000 2017,"Okay, weeks later this shit still persists. @115858 you know it’s incredibly sinister/unsafe right? If I turn Wi-Fi off it’s for a reason.","customer: I guess I'll give iOS 11 the benefit of the doubt that wifi continually turning itself on is a ""bug"" but it feels sinister tbh",CONNECTIVITY,representative,CONNECTIVITY,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"Okay, weeks later this shit still persists. @115858 you know itâs incredibly sinister/unsafe right? If I turn Wi-Fi off itâs for a reason.","customer: I guess I'll give iOS 11 the benefit of the doubt that wifi continually turning itself on is a ""bug"" but it feels sinister tbh",unchanged
GS-077,539968,539968,Sat Dec 02 05:23:40 +0000 2017,@AppleSupport and also the clock app wont open and the battery is draining drastically. Please help,,BATTERY_POWER,hard,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport and also the clock app wont open and the battery is draining drastically. Please help,,unchanged
GS-078,51672,51672,Wed Nov 01 16:46:30 +0000 2017,@AppleSupport this new update is a mess my phone has a frozen notification on the screen and running very unstable. help please,,IOS_UPDATE,edge,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport this new update is a mess my phone has a frozen notification on the screen and running very unstable. help please,,unchanged
GS-079,156039,156040,Sat Nov 25 02:50:46 +0000 2017,@AppleSupport Your Apple ID has been disabled.... That's all it says. Thanks @AppleSupport,"customer: @AppleSupport is there not a simple fix for a disabled Apple ID? || support: @151828 Being able to get into your Apple ID is important. So we can get to the bottom of this, could you let us know what message you are seeing exactly when you try to log in?",APPLE_ID_ICLOUD,representative,APPLE_ID_ICLOUD,True,No explicit resolution outcome is established in the available thread.,Account/authentication issue; account-specific handling makes automation risky.,@AppleSupport Your Apple ID has been disabled.... That's all it says. Thanks @AppleSupport,"customer: @AppleSupport is there not a simple fix for a disabled Apple ID? || support: @151828 Being able to get into your Apple ID is important. So we can get to the bottom of this, could you let us know what message you are seeing exactly when you try to log in?",unchanged
GS-080,503620,503621,Fri Dec 01 20:36:20 +0000 2017,@AppleSupport Iphone 7 plus and ios 11.1.2,customer: I left my house at 12 with my phone at 90% and my phone is on 7% @115858 fix ur phones || support: @235358 Battery life is something we all rely on to keep our products running throughout our busy days. Let's see what's up with your battery and how we can make it better for you. Which iPhone model and iOS version are you using? We'll start there.,IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Iphone 7 plus and ios 11.1.2,customer: I left my house at 12 with my phone at 90% and my phone is on 7% @115858 fix ur phones || support: @235358 Battery life is something we all rely on to keep our products running throughout our busy days. Let's see what's up with your battery and how we can make it better for you. Which iPhone model and iOS version are you using? We'll start there.,unchanged
GS-081,868852,868856,Mon Oct 09 19:42:26 +0000 2017,@AppleSupport is there any way i can recover them without reseting the phone?,"customer: @AppleSupport HOW CAN RECOVER A PASSWORD THAT HAS BEEN FORGOTTEN FOR 6 YEARS FROM A 3GS IPHONE PLS HALP || support: @326305 We'd like to help. Are you referencing your Apple ID password, or the Passcode Lock for your iPhone? || customer: @AppleSupport Passcode lock! I hadn't used this since 2011 and i'm dying to recover some pictures!!!",DATA_BACKUP_RESTORE,representative,DATA_BACKUP_RESTORE,True,No explicit resolution outcome is established in the available thread.,Recovery/data state can be sensitive or irreversible; verify before automating.,@AppleSupport is there any way i can recover them without reseting the phone?,"customer: @AppleSupport HOW CAN RECOVER A PASSWORD THAT HAS BEEN FORGOTTEN FOR 6 YEARS FROM A 3GS IPHONE PLS HALP || support: @326305 We'd like to help. Are you referencing your Apple ID password, or the Passcode Lock for your iPhone? || customer: @AppleSupport Passcode lock! I hadn't used this since 2011 and i'm dying to recover some pictures!!!",unchanged
GS-082,877739,877746,Sat Oct 21 05:07:47 +0000 2017,@328360 @AppleSupport Same here.. battery life has become a joke!,"customer: @328362 @115858 Yup! My phone has been basically unusable since the last update... Slow as molasses! || support: @328360 We know how important it is to have our devices working as expected. Can you provide us which iOS version you're using? || customer: @AppleSupport iOS 11.0.3, iPhone 6. iMessage often crashes, phone feels slow, animations stutter &battery life has evaporated.",BATTERY_POWER,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@328360 @AppleSupport Same here.. battery life has become a joke!,"customer: @328362 @115858 Yup! My phone has been basically unusable since the last update... Slow as molasses! || support: @328360 We know how important it is to have our devices working as expected. Can you provide us which iOS version you're using? || customer: @AppleSupport iOS 11.0.3, iPhone 6. iMessage often crashes, phone feels slow, animations stutter &amp;battery life has evaporated.",unchanged
GS-083,774651,774652,Thu Oct 12 02:28:32 +0000 2017,"@AppleSupport i’m on wifi but when i turn it off and use LTE, the same thing happens",customer: app store unresponsive after ios 11.0.3 update. pls fix @115858 @AppleSupport tried to update my apps/download apps and it’s not working || support: @305069 We're here to help. Is there a specific error message when attempting to connect to the App Store? Are you on Wi-Fi or LTE?,CONNECTIVITY,representative,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport iâm on wifi but when i turn it off and use LTE, the same thing happens",customer: app store unresponsive after ios 11.0.3 update. pls fix @115858 @AppleSupport tried to update my apps/download apps and itâs not working || support: @305069 We're here to help. Is there a specific error message when attempting to connect to the App Store? Are you on Wi-Fi or LTE?,unchanged
GS-084,957637,957635,Sat Oct 21 22:41:36 +0000 2017,"@AppleSupport Yes, tried that, restarted my phone and updated and still continues","support: @347220 We'd love to lend a hand! Which device are you using, what iOS version is on it and when did this issue begin? || customer: @AppleSupport iPhone 6, the latest iOS and today || support: @347220 Have you tried closing the Apple Music app and restarting your iPhone? Does the behavior continue?",IOS_UPDATE,representative,IOS_UPDATE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Yes, tried that, restarted my phone and updated and still continues","support: @347220 We'd love to lend a hand! Which device are you using, what iOS version is on it and when did this issue begin? || customer: @AppleSupport iPhone 6, the latest iOS and today || support: @347220 Have you tried closing the Apple Music app and restarting your iPhone? Does the behavior continue?",unchanged
